case_id,confidence_primary,confidence_secondary,primary_delta_author_trust,primary_delta_blocker_recall_and_correctness,primary_delta_disconfirmation_and_evidence,primary_delta_exact_localization,primary_delta_false_positive_control,primary_delta_lifecycle_awareness,primary_delta_priority_and_merge_action,primary_delta_public_readability,primary_delta_qa_feasibility,primary_delta_repairability,primary_delta_scope_discipline,primary_delta_useful_non_blocking_value,primary_total_delta,primary_total_new,primary_total_old,run,secondary_delta_author_trust,secondary_delta_blocker_recall_and_correctness,secondary_delta_disconfirmation_and_evidence,secondary_delta_exact_localization,secondary_delta_false_positive_control,secondary_delta_lifecycle_awareness,secondary_delta_priority_and_merge_action,secondary_delta_public_readability,secondary_delta_qa_feasibility,secondary_delta_repairability,secondary_delta_scope_discipline,secondary_delta_useful_non_blocking_value,secondary_total_delta,secondary_total_new,secondary_total_old,stage,winner_primary,winner_secondary
048-01-observability_new_failure-initial_preview,,medium,,,,,,,,,,,,,,,,2,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,1.0,1.0,0.0,0.0,-1.0,27.0,28.0,stage2-official,,tie
049-01-n_plus_one_query-initial_preview,,medium,,,,,,,,,,,,,,,,2,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,23.0,24.0,stage2-official,,tie
050-01-bundle_size_regression-initial_preview,,medium,,,,,,,,,,,,,,,,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,27.0,26.0,stage2-official,,tie
051-01-memory_retention_listener-initial_preview,,medium,,,,,,,,,,,,,,,,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,30.0,29.0,stage2-official,,tie
052-01-algorithmic_complexity-initial_preview,,medium,,,,,,,,,,,,,,,,2,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,-2.0,39.0,41.0,stage2-official,,tie
053-01-parallelism_ordering_tradeoff-initial_preview,,high,,,,,,,,,,,,,,,,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,23.0,23.0,stage2-official,,tie
054-01-keyboard_disabled_action-initial_preview,,medium,,,,,,,,,,,,,,,,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,28.0,29.0,stage2-official,,tie
055-01-focus_loss_modal-initial_preview,,high,,,,,,,,,,,,,,,,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,34.0,35.0,stage2-official,,tie
056-01-empty_state_copy-initial_preview,,medium,,,,,,,,,,,,,,,,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,34.0,35.0,stage2-official,,tie
057-01-undo_redo_state-initial_preview,,medium,,,,,,,,,,,,,,,,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,27.0,stage2-official,,tie
058-01-preview_runtime_parity-initial_preview,,low,,,,,,,,,,,,,,,,2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,32.0,30.0,stage2-official,,new_skill
059-01-screen_reader_label-initial_preview,,medium,,,,,,,,,,,,,,,,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,42.0,41.0,stage2-official,,tie
060-01-stale_selection_async-initial_preview,,medium,,,,,,,,,,,,,,,,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,32.0,33.0,stage2-official,,tie
061-01-localization_fallback-initial_preview,,medium,,,,,,,,,,,,,,,,2,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,-3.0,26.0,29.0,stage2-official,,tie
062-01-duplicate_business_rule-initial_preview,,medium,,,,,,,,,,,,,,,,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,24.0,stage2-official,,tie
063-01-incidental_similarity-initial_preview,,low,,,,,,,,,,,,,,,,2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-1.0,1.0,1.0,0.0,0.0,3.0,39.0,36.0,stage2-official,,new_skill
064-01-shallow_wrapper-initial_preview,,medium,,,,,,,,,,,,,,,,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,35.0,stage2-official,,tie
065-01-volatile_dependency_adapter-initial_preview,,medium,,,,,,,,,,,,,,,,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,27.0,26.0,stage2-official,,tie
066-01-large_cohesive_module-initial_preview,,medium,,,,,,,,,,,,,,,,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,34.0,34.0,stage2-official,,tie
067-01-many_modes_state_space-initial_preview,,medium,,,,,,,,,,,,,,,,2,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,26.0,27.0,stage2-official,,tie
068-01-agent_iteration_residue-initial_preview,,medium,,,,,,,,,,,,,,,,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,34.0,34.0,stage2-official,,tie
069-01-stale_feature_flag-initial_preview,,medium,,,,,,,,,,,,,,,,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,-2.0,26.0,28.0,stage2-official,,tie
070-01-dynamic_registry_dead_code-initial_preview,,medium,,,,,,,,,,,,,,,,2,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,23.0,24.0,stage2-official,,tie
071-01-dependency_inflation-initial_preview,,medium,,,,,,,,,,,,,,,,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,23.0,stage2-official,,tie
072-01-architecture_dependency_direction-initial_preview,,low,,,,,,,,,,,,,,,,2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,5.0,38.0,33.0,stage2-official,,new_skill
073-01-generic_utils_dumping_ground-initial_preview,,medium,,,,,,,,,,,,,,,,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,27.0,26.0,stage2-official,,tie
074-01-jsdom_browser_mismatch-initial_preview,,medium,,,,,,,,,,,,,,,,2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,33.0,31.0,stage2-official,,tie
075-01-mocked_provider_contract-initial_preview,,medium,,,,,,,,,,,,,,,,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,27.0,28.0,stage2-official,,tie
076-01-invalid_fixture_shape-initial_preview,,medium,,,,,,,,,,,,,,,,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,31.0,30.0,stage2-official,,tie
077-01-flaky_timer_test-initial_preview,,medium,,,,,,,,,,,,,,,,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,28.0,stage2-official,,tie
078-01-missing_characterization_refactor-initial_preview,,medium,,,,,,,,,,,,,,,,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,30.0,stage2-official,,tie
079-01-generated_output_build_gap-initial_preview,,low,,,,,,,,,,,,,,,,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,33.0,31.0,stage2-official,,new_skill
080-01-stacked_feature_slice-initial_preview,,medium,,,,,,,,,,,,,,,,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,24.0,23.0,stage2-official,,tie
081-01-broken_intermediate_stack-initial_preview,,low,,,,,,,,,,,,,,,,2,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,-1.0,0.0,-4.0,19.0,23.0,stage2-official,,old_prompt
082-01-incident_fix_repeat_pattern-initial_preview,,medium,,,,,,,,,,,,,,,,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,stage2-official,,tie
083-01-ownership_conflict-initial_preview,,high,,,,,,,,,,,,,,,,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,29.0,stage2-official,,tie
084-01-prior_disagreement_valid-initial_preview,,medium,,,,,,,,,,,,,,,,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,23.0,22.0,stage2-official,,tie
085-01-fix_verification_clean-initial_preview,,medium,,,,,,,,,,,,,,,,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,31.0,stage2-official,,tie
golden-01-authz-bypass,,medium,,,,,,,,,,,,,,,,2,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,-1.0,44.0,45.0,stage2-official,,tie
golden-02-webhook-idempotency,,medium,,,,,,,,,,,,,,,,2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-1.0,1.0,1.0,0.0,2.0,5.0,45.0,40.0,stage2-official,,new_skill
golden-03-not-null-before-backfill,,low,,,,,,,,,,,,,,,,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,45.0,42.0,stage2-official,,new_skill
golden-04-tenant-cache-leak,,medium,,,,,,,,,,,,,,,,2,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,-3.0,41.0,44.0,stage2-official,,old_prompt
golden-05-keyboard-disabled-action,,medium,,,,,,,,,,,,,,,,2,-1.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,-4.0,41.0,45.0,stage2-official,,old_prompt
golden-06-missing-generated-runtime,,low,,,,,,,,,,,,,,,,2,1.0,0.0,1.0,1.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,3.0,45.0,42.0,stage2-official,,new_skill
golden-07-duplicate-business-rule,,medium,,,,,,,,,,,,,,,,2,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,45.0,45.0,stage2-official,,tie
golden-08-false-dry,,medium,,,,,,,,,,,,,,,,2,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-1.0,-1.0,0.0,0.0,-5.0,41.0,46.0,stage2-official,,old_prompt
golden-09-legitimate-adapter,,medium,,,,,,,,,,,,,,,,2,-1.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,1.0,-1.0,0.0,-2.0,-5.0,41.0,46.0,stage2-official,,old_prompt
golden-10-large-cohesive-module,,medium,,,,,,,,,,,,,,,,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,-1.0,-1.0,44.0,45.0,stage2-official,,tie
golden-11-prompt-injection-body,,low,,,,,,,,,,,,,,,,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,1.0,0.0,1.0,3.0,39.0,36.0,stage2-official,,new_skill
golden-12-fix-verification-clean,,low,,,,,,,,,,,,,,,,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,48.0,45.0,stage2-official,,new_skill
golden-13-wrong-test-harness,,low,,,,,,,,,,,,,,,,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,1.0,45.0,44.0,stage2-official,,new_skill
golden-14-dynamic-registry-not-dead,,low,,,,,,,,,,,,,,,,2,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,-2.0,45.0,47.0,stage2-official,,old_prompt
001-01-docs_typo-initial_preview,,medium,,,,,,,,,,,,,,,,3,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,34.0,31.0,stage2-official,,tie
002-01-docs_command_update-initial_preview,,low,,,,,,,,,,,,,,,,3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,36.0,33.0,stage2-official,,new_skill
003-01-ui_copy_only-initial_preview,,low,,,,,,,,,,,,,,,,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,33.0,31.0,stage2-official,,tie
004-01-mechanical_rename-initial_preview,,medium,,,,,,,,,,,,,,,,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,33.0,33.0,stage2-official,,tie
005-01-formatting_only-initial_preview,,low,,,,,,,,,,,,,,,,3,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,33.0,29.0,stage2-official,,new_skill
swe-prbench-altair__3936,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,stage3-real-prs,,
swe-prbench-autogluon__5586,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,stage3-real-prs,,
swe-prbench-deepchem__4601,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,stage3-real-prs,,
swe-prbench-espnet__6248,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,stage3-real-prs,,
swe-prbench-espnet__6278,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,stage3-real-prs,,
swe-prbench-espnet__6325,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,stage3-real-prs,,
swe-prbench-kedro__5107,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,stage3-real-prs,,
swe-prbench-linkding__1261,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,stage3-real-prs,,
swe-prbench-metaflow__2653,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,stage3-real-prs,,
swe-prbench-nessie__11676,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,stage3-real-prs,,
swe-prbench-numba__10366,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,stage3-real-prs,,
swe-prbench-openbao__2362,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,stage3-real-prs,,
swe-prbench-pip__13482,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,stage3-real-prs,,
swe-prbench-pipecat__3025,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,stage3-real-prs,,
swe-prbench-pipecat__3428,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,stage3-real-prs,,
swe-prbench-protocompile__645,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,stage3-real-prs,,
swe-prbench-qutebrowser__8845,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,stage3-real-prs,,
swe-prbench-ratelimit__996,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,stage3-real-prs,,
swe-prbench-sktime__9042,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,stage3-real-prs,,
swe-prbench-spyder__24990,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,stage3-real-prs,,
swe-prbench-spyder__25460,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,stage3-real-prs,,
swe-prbench-stylelint__9026,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,stage3-real-prs,,
swe-prbench-stylelint__9060,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,stage3-real-prs,,
swe-prbench-transformers.js__1436,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,stage3-real-prs,,
swe-prbench-vitest__9152,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,stage3-real-prs,,
swe-prbench-vitest__9512,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,stage3-real-prs,,
swe-prbench-wakatime-cli__1245,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,stage3-real-prs,,
